,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,poutcome_0,poutcome_1
2770,34,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0.6098372781065089,0.03106508875739645
2771,30,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2772,53,1,3,1,-3.4,92.379,-29.8,0.77,5017.5,0.5898876404494382,0.038202247191011236
2773,31,7,999,0,-1.8,92.893,-46.2,1.354,5099.1,0.6105706021561925,0.03133491103514769
2774,45,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0.6105706021561925,0.03133491103514769
2775,31,7,999,0,-3.4,92.379,-29.8,0.803,5017.5,0.6105706021561925,0.03133491103514769
2776,52,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,0.6098372781065089,0.03106508875739645
2777,45,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
2778,27,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
2779,36,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2780,31,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
2781,48,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,0.6105706021561925,0.03133491103514769
2782,33,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0.6105706021561925,0.03133491103514769
2783,37,8,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
2784,45,3,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
2785,60,4,6,4,-1.7,94.027,-38.3,0.905,4991.6,0.6098372781065089,0.03106508875739645
2786,36,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
2787,57,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
2788,41,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
2789,34,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
2790,56,5,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
2791,30,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0.6105706021561925,0.03133491103514769
2792,36,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2793,57,2,999,0,1.4,93.918,-42.7,4.955,5228.1,0.6105706021561925,0.03133491103514769
2794,29,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2795,35,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
2796,38,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
2797,47,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
2798,75,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
2799,48,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
2800,43,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
2801,36,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
2802,35,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0.6098372781065089,0.03106508875739645
2803,47,5,999,0,1.4,94.465,-41.8,4.865,5228.1,0.6105706021561925,0.03133491103514769
2804,51,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2805,80,1,999,0,-1.8,93.369,-34.8,0.635,5008.7,0.6105706021561925,0.03133491103514769
2806,36,5,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
2807,43,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,0.6098372781065089,0.03106508875739645
2808,24,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2809,36,7,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
2810,37,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
2811,37,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,0.6105706021561925,0.03133491103514769
2812,48,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2813,46,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
2814,34,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
2815,23,11,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
2816,24,3,999,0,-1.8,93.369,-34.8,0.643,5008.7,0.6105706021561925,0.03133491103514769
2817,27,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
2818,40,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
2819,29,3,999,0,-1.8,93.075,-47.1,1.445,5099.1,0.6105706021561925,0.03133491103514769
2820,24,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
2821,42,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2822,53,2,999,0,-3.4,92.379,-29.8,0.781,5017.5,0.6105706021561925,0.03133491103514769
2823,28,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
2824,53,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2825,46,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
2826,25,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2827,53,2,999,0,1.4,93.918,-42.7,4.955,5228.1,0.6105706021561925,0.03133491103514769
2828,42,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
2829,28,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
2830,32,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
2831,51,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
2832,33,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2833,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2834,46,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0.6105706021561925,0.03133491103514769
2835,48,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
2836,26,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
2837,30,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
2838,53,5,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
2839,68,3,999,0,-1.7,94.055,-39.8,0.754,4991.6,0.6105706021561925,0.03133491103514769
2840,45,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0.6105706021561925,0.03133491103514769
2841,38,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
2842,24,2,999,1,-3.4,92.431,-26.9,0.737,5017.5,0.6098372781065089,0.03106508875739645
2843,55,1,999,0,-1.8,93.075,-47.1,1.466,5099.1,0.6105706021561925,0.03133491103514769
2844,29,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2845,35,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
2846,32,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
2847,39,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0.6105706021561925,0.03133491103514769
2848,43,4,999,0,1.4,94.465,-41.8,4.958,5228.1,0.6105706021561925,0.03133491103514769
2849,43,9,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2850,37,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
2851,31,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
2852,57,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
2853,57,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
2854,39,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
2855,31,28,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
2856,34,2,999,0,-2.9,92.201,-31.4,0.843,5076.2,0.6105706021561925,0.03133491103514769
2857,40,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
2858,43,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2859,36,4,999,1,-1.8,92.893,-46.2,1.291,5099.1,0.6098372781065089,0.03106508875739645
2860,25,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
2861,56,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2862,52,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
2863,32,1,999,1,-0.1,93.2,-42.0,4.076,5195.8,0.6098372781065089,0.03106508875739645
2864,42,6,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
2865,46,1,13,2,-1.7,94.215,-40.3,0.797,4991.6,0.5898876404494382,0.038202247191011236
2866,55,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
2867,36,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
2868,29,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
2869,34,3,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
2870,60,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
2871,30,1,999,0,-1.8,93.075,-47.1,1.479,5099.1,0.6105706021561925,0.03133491103514769
2872,27,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2873,53,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
2874,20,1,999,0,-2.9,92.469,-33.6,1.029,5076.2,0.6105706021561925,0.03133491103514769
2875,37,5,4,2,-1.7,94.215,-40.3,0.896,4991.6,0.5898876404494382,0.038202247191011236
2876,32,12,999,0,1.4,94.465,-41.8,4.864,5228.1,0.6105706021561925,0.03133491103514769
2877,47,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,0.6105706021561925,0.03133491103514769
2878,51,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,0.6105706021561925,0.03133491103514769
2879,48,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
2880,32,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
2881,25,3,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
2882,42,1,999,0,1.4,94.465,-41.8,4.866,5228.1,0.6105706021561925,0.03133491103514769
2883,49,2,999,1,-1.8,93.075,-47.1,1.498,5099.1,0.6098372781065089,0.03106508875739645
2884,33,4,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
2885,38,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
2886,43,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0.6105706021561925,0.03133491103514769
2887,36,2,999,0,-1.8,92.843,-50.0,1.538,5099.1,0.6105706021561925,0.03133491103514769
2888,31,2,999,1,-1.8,92.893,-46.2,1.266,5099.1,0.6098372781065089,0.03106508875739645
2889,52,4,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
2890,32,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
2891,39,1,999,1,-2.9,92.201,-31.4,0.873,5076.2,0.6098372781065089,0.03106508875739645
2892,45,1,999,0,-3.4,92.379,-29.8,0.797,5017.5,0.6105706021561925,0.03133491103514769
2893,53,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,0.6105706021561925,0.03133491103514769
2894,31,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
2895,49,1,999,0,1.4,94.465,-41.8,4.866,5228.1,0.6105706021561925,0.03133491103514769
2896,51,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0.6105706021561925,0.03133491103514769
2897,49,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2898,30,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
2899,49,2,999,0,-3.4,92.379,-29.8,0.77,5017.5,0.6105706021561925,0.03133491103514769
2900,57,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
2901,33,3,999,0,1.4,93.444,-36.1,4.966,5228.1,0.6105706021561925,0.03133491103514769
2902,41,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0.6105706021561925,0.03133491103514769
2903,71,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,0.6105706021561925,0.03133491103514769
2904,43,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
2905,31,2,999,1,-1.8,92.893,-46.2,1.281,5099.1,0.6098372781065089,0.03106508875739645
2906,41,1,999,1,-1.8,93.075,-47.1,1.415,5099.1,0.6098372781065089,0.03106508875739645
2907,34,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
2908,46,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
2909,43,4,6,1,-3.0,92.713,-33.0,0.715,5023.5,0.5898876404494382,0.038202247191011236
2910,58,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
2911,34,2,12,1,-2.9,92.201,-31.4,0.883,5076.2,0.5898876404494382,0.038202247191011236
2912,54,2,999,0,-1.8,93.075,-47.1,1.483,5099.1,0.6105706021561925,0.03133491103514769
2913,53,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
2914,35,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2915,50,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
2916,47,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2917,32,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,0.6098372781065089,0.03106508875739645
2918,39,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
2919,57,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
2920,24,1,999,0,-1.8,92.843,-50.0,1.584,5099.1,0.6105706021561925,0.03133491103514769
2921,45,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
2922,33,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
2923,38,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
2924,54,5,999,1,-1.8,92.893,-46.2,1.299,5099.1,0.6098372781065089,0.03106508875739645
2925,32,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2926,29,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
2927,54,10,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
2928,56,2,999,1,-1.8,92.893,-46.2,1.299,5099.1,0.6098372781065089,0.03106508875739645
2929,37,2,999,1,-1.8,93.075,-47.1,1.41,5099.1,0.6098372781065089,0.03106508875739645
2930,38,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2931,30,1,999,0,-1.8,93.075,-47.1,1.435,5099.1,0.6105706021561925,0.03133491103514769
2932,54,6,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2933,45,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
2934,27,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
2935,51,3,10,3,-1.7,94.055,-39.8,0.754,4991.6,0.5898876404494382,0.038202247191011236
2936,44,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0.6098372781065089,0.03106508875739645
2937,31,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,0.6105706021561925,0.03133491103514769
2938,30,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
2939,38,7,999,0,1.4,94.465,-41.8,4.865,5228.1,0.6105706021561925,0.03133491103514769
2940,29,6,999,1,-1.8,92.893,-46.2,1.344,5099.1,0.6098372781065089,0.03106508875739645
2941,44,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
2942,37,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0.6105706021561925,0.03133491103514769
2943,39,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,0.6105706021561925,0.03133491103514769
2944,43,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,0.6105706021561925,0.03133491103514769
2945,51,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,0.6105706021561925,0.03133491103514769
2946,37,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
2947,46,2,999,0,1.4,93.918,-42.7,4.956,5228.1,0.6105706021561925,0.03133491103514769
2948,49,1,999,1,-3.4,92.431,-26.9,0.739,5017.5,0.6098372781065089,0.03106508875739645
2949,27,5,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
2950,27,10,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
2951,48,8,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
2952,32,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
2953,35,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
2954,44,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2955,38,2,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
2956,38,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
2957,46,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
2958,48,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
2959,35,2,999,0,-2.9,92.201,-31.4,0.884,5076.2,0.6105706021561925,0.03133491103514769
2960,56,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2961,75,2,999,0,-3.4,92.431,-26.9,0.722,5017.5,0.6105706021561925,0.03133491103514769
2962,29,2,13,1,-1.8,93.369,-34.8,0.643,5008.7,0.5898876404494382,0.038202247191011236
2963,39,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0.6105706021561925,0.03133491103514769
2964,37,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
2965,50,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0.6105706021561925,0.03133491103514769
2966,59,5,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
2967,40,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0.6105706021561925,0.03133491103514769
2968,36,2,999,0,1.4,94.465,-41.8,4.865,5228.1,0.6105706021561925,0.03133491103514769
2969,39,2,999,0,-3.4,92.379,-29.8,0.797,5017.5,0.6105706021561925,0.03133491103514769
2970,38,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
2971,31,2,999,0,-1.1,94.767,-50.8,1.044,4963.6,0.6105706021561925,0.03133491103514769
2972,49,2,999,0,-2.9,92.201,-31.4,0.838,5076.2,0.6105706021561925,0.03133491103514769
2973,51,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
2974,41,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
2975,46,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
2976,50,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
2977,33,14,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
2978,42,1,999,0,-1.1,94.199,-37.5,0.878,4963.6,0.6105706021561925,0.03133491103514769
2979,78,1,6,2,-1.8,93.369,-34.8,0.635,5008.7,0.5898876404494382,0.038202247191011236
2980,32,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
2981,31,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
2982,30,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
2983,34,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,0.6105706021561925,0.03133491103514769
2984,44,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,0.6105706021561925,0.03133491103514769
2985,28,1,999,0,1.4,94.465,-41.8,4.866,5228.1,0.6105706021561925,0.03133491103514769
2986,44,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
2987,31,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
2988,28,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
2989,53,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
2990,50,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
2991,47,7,999,0,1.1,93.994,-36.4,4.864,5191.0,0.6105706021561925,0.03133491103514769
2992,56,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0.6105706021561925,0.03133491103514769
2993,45,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
2994,46,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,0.6105706021561925,0.03133491103514769
2995,28,4,999,2,-1.8,93.369,-34.8,0.65,5008.7,0.6098372781065089,0.03106508875739645
2996,53,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
2997,38,2,999,2,-1.8,93.075,-47.1,1.405,5099.1,0.6098372781065089,0.03106508875739645
2998,39,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
2999,37,3,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
3000,58,3,999,0,1.4,94.465,-41.8,4.955,5228.1,0.6105706021561925,0.03133491103514769
3001,37,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
3002,24,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
3003,91,1,999,2,-3.4,92.379,-29.8,0.781,5017.5,0.6098372781065089,0.03106508875739645
3004,39,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
3005,37,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
3006,45,22,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
3007,58,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
3008,52,5,999,1,-0.1,93.2,-42.0,4.076,5195.8,0.6098372781065089,0.03106508875739645
3009,37,7,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
3010,32,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0.6105706021561925,0.03133491103514769
3011,31,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
3012,35,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
3013,31,5,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
3014,48,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
3015,39,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
3016,38,6,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
3017,43,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
3018,58,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,0.6105706021561925,0.03133491103514769
3019,24,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
3020,53,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
3021,27,1,0,3,-1.7,94.027,-38.3,0.9,4991.6,0.5898876404494382,0.038202247191011236
3022,49,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
3023,31,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
3024,58,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
3025,29,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
3026,42,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
3027,30,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
3028,36,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
3029,37,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0.6105706021561925,0.03133491103514769
3030,39,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,0.6098372781065089,0.03106508875739645
3031,36,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
3032,27,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
3033,52,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,0.6105706021561925,0.03133491103514769
3034,40,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0.6098372781065089,0.03106508875739645
3035,28,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
3036,36,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
3037,38,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
3038,38,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
3039,41,4,999,0,1.4,93.444,-36.1,4.967,5228.1,0.6105706021561925,0.03133491103514769
